unit_id,unit_name,bv2
2085,Marsden MBT II (Primitive),762
2086,Marsden MBT II-A,1054
2087,Marsden MBT II-A (LB-X),1090
4598,Marsden MBT III,0
2088,Marshal MHL-2L,1313
6895,Marshal MHL-3MC,1714
7698,Marshal MHL-6FR,1429
2089,Marshal MHL-6MC,1467
2090,Marshal MHL-X1,1163
6313,Marten Scout VTOL,179
6314,Marten Scout VTOL (Infantry),107
4605,Masakari (Warhawk) (Tara),3428
2091,Masakari (Warhawk) A,2399
2092,Masakari (Warhawk) B,2320
2093,Masakari (Warhawk) C,2998
2094,Masakari (Warhawk) D,2474
2095,Masakari (Warhawk) E,2895
5491,Masakari (Warhawk) F,2775
8338,Masakari (Warhawk) G,2909
2096,Masakari (Warhawk) H,2601
8339,Masakari (Warhawk) I,3026
8340,Masakari (Warhawk) L,3695
2097,Masakari (Warhawk) Prime,3194
8337,Masakari (Warhawk) T,2938
7642,Masauwu,2299
8343,Mastodon A,2856
8344,Mastodon B,2793
8345,Mastodon C,3092
8346,Mastodon D,2961
8342,Mastodon Prime,3109
4608,Mastodon Transport,0
4607,Mastodon Transport (Armor),0
2098,Matador,2006
2099,Matador 2,1728
5848,Matar SAM-RS2,0
2100,Mauler MAL-1K,1622
9544,Mauler MAL-1KX,1678
9542,Mauler MAL-1PT5,1400
9543,Mauler MAL-1PT6,1270
2101,Mauler MAL-1R,1460
9545,Mauler MAL-1X-AFFC,1286
9546,Mauler MAL-1Y,1448
9547,Mauler MAL-2D,1737
5460,Mauler MAL-2R,1586
9548,Mauler MAL-3K,1622
2102,Mauler MAL-3R,1877
9580,Mauler MAL-4R,2050
5784,Mauler MAL-4X “Todesbote”,1904
2103,Mauler MAL-C,1473
2109,Maultier Hover APC,209
2104,Maultier Hover APC (BA),165
2105,Maultier Hover APC (Basic),197
2106,Maultier Hover APC (Fusion),301
2107,Maultier Hover APC (Intermediate),210
2108,Maultier Hover APC (MG),170
2113,Mauna Kea Command Vessel,872
2110,Mauna Kea Command Vessel (LB-X),932
2111,Mauna Kea Command Vessel (LRM),1005
2112,Mauna Kea Command Vessel (LRT),872
6762,Mauna Kea Command Vessel (Primitive),0
2115,Maxim (I) Heavy Hover Transport,770
2114,Maxim (I) Heavy Hover Transport (Company Command),851
2116,Maxim Flanker,781
2127,Maxim Heavy Hover Transport,764
2117,Maxim Heavy Hover Transport (3052 Upgrade),794
2118,Maxim Heavy Hover Transport (Anti-Infantry),715
2119,Maxim Heavy Hover Transport (BA Factory Upgrade),794
2120,Maxim Heavy Hover Transport (BA Field Upgrade),817
2121,Maxim Heavy Hover Transport (C3M),817
2122,Maxim Heavy Hover Transport (C3S),773
2123,Maxim Heavy Hover Transport (Clan),1147
9312,Maxim Heavy Hover Transport (Escort),835
2124,Maxim Heavy Hover Transport (Fire Support),869
2125,Maxim Heavy Hover Transport (SRM2),763
2126,Maxim Heavy Hover Transport (SRM4),682
2129,Maxim Mk II Transport,476
6787,Maxim Mk II Transport (ECM),483
2128,"Maxim Mk II Transport (Infantry Support) ""Shiloh""",828
4609,McKenna Battleship (2652),0
4610,McKenna Battleship (Clan),0
4611,Meabh Heavy Cruiser,0
2130,Mechanized Assault XCT,161
2131,Mechanized Field Artillery,67
7047,Mechanized Hover Level I (Flamer),0
7049,Mechanized Hover Level I (LRM),0
7050,Mechanized Hover Level I (MG),0
7046,"Mechanized Hover Level I (Rifle, Ballistic)",0
7048,"Mechanized Hover Level I (Rifle, Energy)",0
7051,Mechanized Hover Level I (SRM),0
7052,Mechanized Hover Platoon (FedCom) (Flamer),0
7054,Mechanized Hover Platoon (FedCom) (LRM),0
7055,Mechanized Hover Platoon (FedCom) (MG),0
7056,"Mechanized Hover Platoon (FedCom) (Rifle, Ballistic)",0
7053,"Mechanized Hover Platoon (FedCom) (Rifle, Energy)",0
7057,Mechanized Hover Platoon (FedCom) (SRM),0
2132,Mechanized Hover Platoon (Flamer),37
7059,Mechanized Hover Platoon (FS3067+) (Flamer),0
7061,Mechanized Hover Platoon (FS3067+) (LRM),0
7062,Mechanized Hover Platoon (FS3067+) (MG),0
7058,"Mechanized Hover Platoon (FS3067+) (Rifle, Ballistic)",0
7060,"Mechanized Hover Platoon (FS3067+) (Rifle, Energy)",0
7063,Mechanized Hover Platoon (FS3067+) (SRM),0
7065,Mechanized Hover Platoon (FW3035+) (Flamer),0
7067,Mechanized Hover Platoon (FW3035+) (LRM),0
7068,Mechanized Hover Platoon (FW3035+) (MG),0
7064,"Mechanized Hover Platoon (FW3035+) (Rifle, Ballistic)",0
7066,"Mechanized Hover Platoon (FW3035+) (Rifle, Energy)",0
7069,Mechanized Hover Platoon (FW3035+) (SRM),0
2134,Mechanized Hover Platoon (LRM),32
2135,Mechanized Hover Platoon (MG),45
4612,Mechanized Hover Platoon (Rifle AA),55
4613,Mechanized Hover Platoon (Rifle Minelayer),0
2136,"Mechanized Hover Platoon (Rifle, Ballistic)",47
2133,"Mechanized Hover Platoon (Rifle, Energy)",45
2137,Mechanized Hover Platoon (SRM),41
7234,"Mechanized Hover Platoon, Marian (Flamer)",0
7236,"Mechanized Hover Platoon, Marian (MG)",0
7232,"Mechanized Hover Platoon, Marian (Rifle, Ballistic)",0
7233,"Mechanized Hover Platoon, Marian (Rifle, Energy)",0
7237,"Mechanized Hover Platoon, Marian (SRM)",0
7239,"Mechanized Hover Platoon, Marian 3049+ (Flamer)",0
7242,"Mechanized Hover Platoon, Marian 3049+ (LRM)",0
7241,"Mechanized Hover Platoon, Marian 3049+ (MG)",0
7238,"Mechanized Hover Platoon, Marian 3049+ (Rifle, Ballistic)",0
7240,"Mechanized Hover Platoon, Marian 3049+ (Rifle, Energy)",0
7243,"Mechanized Hover Platoon, Marian 3049+ (SRM)",0
9290,"Mechanized Hover Platoon, Taurian (Flamer)",0
9294,"Mechanized Hover Platoon, Taurian (LRM)",0
9292,"Mechanized Hover Platoon, Taurian (MG)",0
9289,"Mechanized Hover Platoon, Taurian (Rifle, Ballistic)",0
9291,"Mechanized Hover Platoon, Taurian (Rifle, Energy)",0
9293,"Mechanized Hover Platoon, Taurian (SRM)",0
7070,Mechanized Tracked Level I (Flamer),0
7072,Mechanized Tracked Level I (LRM),0
7073,Mechanized Tracked Level I (MG),0
7074,"Mechanized Tracked Level I (Rifle, Ballistic)",0
7071,"Mechanized Tracked Level I (Rifle, Energy)",0
7075,Mechanized Tracked Level I (SRM),0
7076,Mechanized Tracked Platoon (FedCom) (Flamer),0
7078,Mechanized Tracked Platoon (FedCom) (LRM),0
7079,Mechanized Tracked Platoon (FedCom) (MG),0
7080,"Mechanized Tracked Platoon (FedCom) (Rifle, Ballistic)",0
7077,"Mechanized Tracked Platoon (FedCom) (Rifle, Energy)",0
7081,Mechanized Tracked Platoon (FedCom) (SRM),0
2138,Mechanized Tracked Platoon (Flamer),66
7082,Mechanized Tracked Platoon (FS3067+) (Flamer),0
7084,Mechanized Tracked Platoon (FS3067+) (LRM),0
7085,Mechanized Tracked Platoon (FS3067+) (MG),0
7086,"Mechanized Tracked Platoon (FS3067+) (Rifle, Ballistic)",0
7083,"Mechanized Tracked Platoon (FS3067+) (Rifle, Energy)",0
7087,Mechanized Tracked Platoon (FS3067+) (SRM),0
7088,Mechanized Tracked Platoon (FW3035+) (Flamer),0
7090,Mechanized Tracked Platoon (FW3035+) (LRM),0
7091,Mechanized Tracked Platoon (FW3035+) (MG),0
7092,"Mechanized Tracked Platoon (FW3035+) (Rifle, Ballistic)",0
7089,"Mechanized Tracked Platoon (FW3035+) (Rifle, Energy)",0
7093,Mechanized Tracked Platoon (FW3035+) (SRM),0
2140,Mechanized Tracked Platoon (LRM),62
2141,Mechanized Tracked Platoon (MG),75
4614,Mechanized Tracked Platoon (Rifle AA),87
4615,Mechanized Tracked Platoon (Rifle Minelayer),0
2142,"Mechanized Tracked Platoon (Rifle, Ballistic)",72
2139,"Mechanized Tracked Platoon (Rifle, Energy)",69
2143,Mechanized Tracked Platoon (SRM),69
7270,"Mechanized Tracked Platoon, Marian (Flamer)",0
7273,"Mechanized Tracked Platoon, Marian (MG)",0
7268,"Mechanized Tracked Platoon, Marian (Rifle, Ballistic)",0
7269,"Mechanized Tracked Platoon, Marian (Rifle, Energy)",0
7272,"Mechanized Tracked Platoon, Marian (SRM)",0
7275,"Mechanized Tracked Platoon, Marian 3049+ (Flamer)",0
7277,"Mechanized Tracked Platoon, Marian 3049+ (LRM)",0
7279,"Mechanized Tracked Platoon, Marian 3049+ (MG)",0
7274,"Mechanized Tracked Platoon, Marian 3049+ (Rifle, Ballistic)",0
7276,"Mechanized Tracked Platoon, Marian 3049+ (Rifle, Energy)",0
7278,"Mechanized Tracked Platoon, Marian 3049+ (SRM)",0
9296,"Mechanized Tracked Platoon, Taurian (Flamer)",0
9300,"Mechanized Tracked Platoon, Taurian (LRM)",0
9298,"Mechanized Tracked Platoon, Taurian (MG)",0
9295,"Mechanized Tracked Platoon, Taurian (Rifle, Ballistic)",0
9297,"Mechanized Tracked Platoon, Taurian (Rifle, Energy)",0
9299,"Mechanized Tracked Platoon, Taurian (SRM)",0
7094,Mechanized Wheeled Level I (Flamer),0
7096,Mechanized Wheeled Level I (LRM),0
7097,Mechanized Wheeled Level I (MG),0
7098,"Mechanized Wheeled Level I (Rifle, Ballistic)",0
7095,"Mechanized Wheeled Level I (Rifle, Energy)",0
7099,Mechanized Wheeled Level I (SRM),0
7100,Mechanized Wheeled Platoon (FedCom) (Flamer),0
7102,Mechanized Wheeled Platoon (FedCom) (LRM),0
7103,Mechanized Wheeled Platoon (FedCom) (MG),0
7104,"Mechanized Wheeled Platoon (FedCom) (Rifle, Ballistic)",0
7101,"Mechanized Wheeled Platoon (FedCom) (Rifle, Energy)",0
7105,Mechanized Wheeled Platoon (FedCom) (SRM),0
2144,Mechanized Wheeled Platoon (Flamer),50
7106,Mechanized Wheeled Platoon (FS3067+) (Flamer),0
7108,Mechanized Wheeled Platoon (FS3067+) (LRM),0
7109,Mechanized Wheeled Platoon (FS3067+) (MG),0
7110,"Mechanized Wheeled Platoon (FS3067+) (Rifle, Ballistic)",0
7107,"Mechanized Wheeled Platoon (FS3067+) (Rifle, Energy)",0
7111,Mechanized Wheeled Platoon (FS3067+) (SRM),0
7112,Mechanized Wheeled Platoon (FW3035+) (Flamer),0
7114,Mechanized Wheeled Platoon (FW3035+) (LRM),0
7115,Mechanized Wheeled Platoon (FW3035+) (MG),0
7116,"Mechanized Wheeled Platoon (FW3035+) (Rifle, Ballistic)",0
7113,"Mechanized Wheeled Platoon (FW3035+) (Rifle, Energy)",0
7117,Mechanized Wheeled Platoon (FW3035+) (SRM),0
2146,Mechanized Wheeled Platoon (LRM),46
2147,Mechanized Wheeled Platoon (MG),57
4616,Mechanized Wheeled Platoon (Rifle AA),68
4617,Mechanized Wheeled Platoon (Rifle Minelayer),0
2148,"Mechanized Wheeled Platoon (Rifle, Ballistic)",59
2145,"Mechanized Wheeled Platoon (Rifle, Energy)",56
2149,Mechanized Wheeled Platoon (SRM),52
7282,"Mechanized Wheeled Platoon, Marian (Flamer)",0
7285,"Mechanized Wheeled Platoon, Marian (MG)",0
7280,"Mechanized Wheeled Platoon, Marian (Rifle, Ballistic)",0
7281,"Mechanized Wheeled Platoon, Marian (Rifle, Energy)",0
7284,"Mechanized Wheeled Platoon, Marian (SRM)",0
7288,"Mechanized Wheeled Platoon, Marian 3049+ (Flamer)",0
7289,"Mechanized Wheeled Platoon, Marian 3049+ (LRM)",0
7291,"Mechanized Wheeled Platoon, Marian 3049+ (MG)",0
7286,"Mechanized Wheeled Platoon, Marian 3049+ (Rifle, Ballistic)",0
7287,"Mechanized Wheeled Platoon, Marian 3049+ (Rifle, Energy)",0
7290,"Mechanized Wheeled Platoon, Marian 3049+ (SRM)",0
9302,"Mechanized Wheeled Platoon, Taurian (Flamer)",0
9306,"Mechanized Wheeled Platoon, Taurian (LRM)",0
9304,"Mechanized Wheeled Platoon, Taurian (MG)",0
9301,"Mechanized Wheeled Platoon, Taurian (Rifle, Ballistic)",0
9303,"Mechanized Wheeled Platoon, Taurian (Rifle, Energy)",0
9305,"Mechanized Wheeled Platoon, Taurian (SRM)",0
2154,Mechbuster,368
2150,Mechbuster (Laser),316
2151,Mechbuster (LB-X),492
2152,Mechbuster (Mary),469
2153,Mechbuster (SRM),465
2155,Medium Strike Fighter Crane,274
2156,Medium Strike Fighter Defender,226
2157,Medium Strike Fighter Defender II,234
8013,Medium Strike Fighter Defender II C,376
2158,Medium Strike Fighter Kaiseradler (Imperial Eagle),186
2159,Medium Strike Fighter Steinadler (Golden Eagle),226
4618,Medium/Large Factory,0
2160,Men Shen MS1-O,1550
6981,Men Shen MS1-O (Li),1550
2161,Men Shen MS1-OA,1529
2162,Men Shen MS1-OB,1484
2163,Men Shen MS1-OC,1435
2164,Men Shen MS1-OD,1581
2165,Men Shen MS1-OE,1625
2166,Men Shen MS1-OF,1648
6894,Men Shen MS1-OG,2267
2167,Men Shen MS1-OU,1725
4621,Mercer (3065),18038
4623,Merchant JumpShip,0
4622,Merchant JumpShip (Clan),0
2173,Mercury II MCY-100,1376
2169,Mercury MCY-102,510
2170,Mercury MCY-104,683
8305,Mercury MCY-105,795
2171,Mercury MCY-97,466
4624,Mercury MCY-98,553
2172,Mercury MCY-99,586
4626,Merkava Heavy Tank (Target Drone),0
4627,Merkava Heavy Tank Mk II,0
2174,Merkava Heavy Tank Mk IX,1038
2175,Merkava Heavy Tank Mk VI,477
4628,Merkava Heavy Tank Mk VII,636
2176,Merkava Heavy Tank Mk VIII,879
4629,Merlin (3063),6989
9319,Merlin C,1870
2177,Merlin MLN-1A,1217
2178,Merlin MLN-1B,1228
2179,Merlin MLN-1B (Porter),1233
2180,Merlin MLN-1C,1267
9316,Merlin MLN-1D,1370
9317,Merlin MLN-1E,1369
9318,Merlin MLN-1P,1181
2181,Merlin MLN-SX,1181
2182,Merlin Ngake,6295
4631,Meteos Manned Dirigible 1,0
4632,Meteos Manned Dirigible 8,0
4633,Meteos Manned Dirigible 9,0
4634,Meteos Manned Dirigible 9 (Sightseeing),0
6656,MHI Amphibious APC,564
6670,MHI Defense AA Tank,1026
4636,MicroTitan MiningMech,0
2183,Minelayer Infantry,36
2184,Minesweeper Infantry,74
7473,Mingo,1290
7805,Minigun Cycle,18
7806,Minigun Cycle (SRM),18
4637,Mining Robot,0
4638,MiningMech MM-1,0
4639,MiningMech MM-1S,0
4640,Minion Advanced Tactical Vehicle,456
2185,"Minion Advanced Tactical Vehicle ""Silver Bullet""",560
5725,"Minion Advanced Tactical Vehicle (Gauss) ""Sandblaster""",512
4641,Minion Advanced Tactical Vehicle (TAG),456
4642,Minion Advanced Tactical Vehicle (Targeting Computer),508
2186,Minotaur,424
2187,Minotaur 2,168
2188,Minotaur 3,443
2189,Minotaur 4,188
4643,Minotaur P2,267
4644,Minotaur XP,276
5633,Minotaur Z,295
7640,Minsk,2028
7641,Minsk 2,2363
4645,Minsk MNK-101,2024
4646,Miraborg,0
2190,Missile Artillery Infantry,173
2191,MIT 23 MASH Vehicle,153
6753,MIT 24 MASH Vehicle,206
2193,Mithras Light Tank,670
2192,Mithras Light Tank (ERLL),750
2194,Mjolnir MLR-B2,670
2195,Mjolnir MLR-BX,612
2201,Mobile Headquarters,319
2196,Mobile Headquarters (ICE - LL),249
2197,Mobile Headquarters (ICE - LRM),387
2198,Mobile Headquarters (ICE),319
2199,Mobile Headquarters (LL),435
2200,Mobile Headquarters (LRM),402
2203,Mobile Long Tom Artillery Ammunition Carriage LT-MOB-25,152
2202,Mobile Long Tom Artillery LT-MOB-25,835
9365,Mobile Long Tom Artillery LT-MOB-25F,726
9366,Mobile Long Tom Artillery LT-MOB-25F (Ammunition  Loader Carriage),148
9367,Mobile Long Tom Artillery LT-MOB-25F (Ammunition Carriage),148
9368,Mobile Long Tom Artillery LT-MOB-25F (Drone Command Carriage),148
9369,Mobile Long Tom Artillery LT-MOB-25F (Support Carriage),148
4648,Mobile Long Tom Artillery LT-MOB-50,0
8044,Mobile Long Tom Artillery LT-MOB-95,1348
2204,Mobile Long Tom Artillery Support Carriage LT-MOB-25,152
4649,"Model 96 ""Elephant""",12887
4650,"Model 96 ""Elephant"" Mk I",10750
7149,Model 96C “Howdah” SDS Command Ship,10750
4652,Mole Mining Exoskeleton,0
3904,MoleRat Tracked Sub-Surface Miner,0
4653,Molniya Corvette,40030
2205,Moltke MBT M1,1355
2206,Moltke MBT M2,1363
2207,Moltke MBT M3,1438
4654,Monarch,0
7603,Mongoose C,1386
7604,Mongoose C 2,1620
7318,Mongoose Gunslinger MON-66GX,887
2216,Mongoose II MON-266,1085
2217,Mongoose II MON-267,1237
2218,Mongoose II MON-268,1215
2208,Mongoose MON-66,758
2209,Mongoose MON-66b,934
2210,Mongoose MON-67,741
4655,Mongoose MON-68,676
4656,Mongoose MON-69,737
2213,Mongoose MON-70,750
2214,Mongoose MON-76,894
2215,Mongoose MON-86,887
7724,Mongoose MON-96,1011
6618,Mongrel MGL-T1,1860
6619,Mongrel MGL-T2,1949
5859,Monitor,0
2219,Monitor Naval Vessel,799
7804,Monocycle,74
4658,Monolith JumpShip,0
4657,Monolith JumpShip (Clan),0
4660,Monsoon Battleship,0
4659,Monsoon Battleship (Lithium-Fusion),0
4661,Monza Light Cruise Liner 102,0
4663,Moray Heavy Attack Submarine,0
4662,Moray Heavy Attack Submarine (Original),0
4664,Moray Railcar (Cargo 1),0
4665,Moray Railcar (Cargo 2),0
4666,Moray Railcar (Passenger),0
4667,Moray Transfer Monorail,0
2220,Morgenstern MR-1S,1658
2221,Morgenstern MR-1SA,2012
2222,Morgenstern MR-1SB,1967
2223,Morgenstern MR-1SC,1863
2224,Morgenstern MR-1SD,1722
6812,Morgenstern MR-1SE,1840
4671,Morningstar City Command Vehicle,736
4669,Morningstar City Command Vehicle (Company Command),680
5733,Morningstar City Command Vehicle (HPG),458
4670,Morningstar City Command Vehicle (Laser),940
4672,"Morpheus ""L'Morte II""",0
2225,Morpheus MR-P1,1340
2226,Morpheus MRP-3S,1437
2227,Morpheus MRP-3T,1925
2228,Morpheus MRP-3W,1299
2231,Morrigan,1523
2229,Morrigan 2,1874
2230,Morrigan 3,1390
6927,Morrigan 4,2063
6926,Morrigan 5,1904
4674,Morrigu Fire Support Vehicle,1685
5738,Morrigu Fire Support Vehicle (HAG),2059
4673,Morrigu Fire Support Vehicle (Laser),1324
6793,Mortar Carrier,517
6466,Mortis MS-1A,1834
6467,Mortis MS-1P,2198
5591,Mosquito Light Fighter,0
4675,Mosquito Radar Plane I,0
4676,Mosquito Radar Plane IX,0
5519,Mosquito Tower,0
8409,Motorized Field Artillery (Sniper),0
2232,Motorized Heavy Infantry,91
2233,Motorized Infantry,80
7119,Motorized Level I (1/2) (Flamer),0
7121,Motorized Level I (1/2) (LRM),0
7122,Motorized Level I (1/2) (MG),0
7118,"Motorized Level I (1/2) (Rifle, Ballistic)",0
7120,"Motorized Level I (1/2) (Rifle, Energy)",0
7123,Motorized Level I (1/2) (SRM),0
2234,Motorized MG,83
7126,Motorized Platoon (FedCom) (Flamer),0
7128,Motorized Platoon (FedCom) (LRM),0
7129,Motorized Platoon (FedCom) (MG),0
7125,"Motorized Platoon (FedCom) (Rifle, Ballistic)",0
7127,"Motorized Platoon (FedCom) (Rifle, Energy)",0
7130,Motorized Platoon (FedCom) (SRM),0
2235,Motorized Platoon (Flamer),71
7132,Motorized Platoon (FS3067+) (Flamer),0
7134,Motorized Platoon (FS3067+) (LRM),0
7135,Motorized Platoon (FS3067+) (MG),0
7131,"Motorized Platoon (FS3067+) (Rifle, Ballistic)",0
7133,"Motorized Platoon (FS3067+) (Rifle, Energy)",0
7136,Motorized Platoon (FS3067+) (SRM),0
7138,Motorized Platoon (FW3035+) (Flamer),0
7140,Motorized Platoon (FW3035+) (LRM),0
7141,Motorized Platoon (FW3035+) (MG),0
7137,"Motorized Platoon (FW3035+) (Rifle, Ballistic)",0
7139,"Motorized Platoon (FW3035+) (Rifle, Energy)",0
7142,Motorized Platoon (FW3035+) (SRM),0
4677,Motorized Platoon (Gauss),0
2237,Motorized Platoon (LRM),72
2238,Motorized Platoon (MG),83
4678,Motorized Platoon (Rifle AA),101
4679,Motorized Platoon (Rifle Minelayer),0
7124,"Motorized Platoon (Rifle, Ballistic)",92
2236,"Motorized Platoon (Rifle, Energy)",86
2240,Motorized Platoon (SRM),79
7258,"Motorized Platoon, Marian (1/4) (Flamer)",0
7261,"Motorized Platoon, Marian (1/4) (MG)",0
7256,"Motorized Platoon, Marian (1/4) (Rifle, Ballistic)",0
7257,"Motorized Platoon, Marian (1/4) (Rifle, Energy)",0
7260,"Motorized Platoon, Marian (1/4) (SRM)",0
7264,"Motorized Platoon, Marian 3049+ (1/4) (Flamers)",0
7265,"Motorized Platoon, Marian 3049+ (1/4) (LRM)",0
7267,"Motorized Platoon, Marian 3049+ (1/4) (MG)",0
7262,"Motorized Platoon, Marian 3049+ (1/4) (Rifle, Ballistic)",0
7263,"Motorized Platoon, Marian 3049+ (1/4) (Rifle, Energy)",0
7266,"Motorized Platoon, Marian 3049+ (1/4) (SRM)",0
9282,"Motorized Platoon, Taurian (Flamer)",79
9284,"Motorized Platoon, Taurian (LRM)",97
9285,"Motorized Platoon, Taurian (MG)",88
9286,"Motorized Platoon, Taurian (Rifle, Ballistic)",98
9283,"Motorized Platoon, Taurian (Rifle, Energy)",92
9287,"Motorized Platoon, Taurian (SRM)",94
2241,Motorized XCT Infantry,85
2242,Mountaineer Infantry,81
2243,MRM Carrier,779
4220,MuckRaker GMMM-2 MiningMech,709
7827,MuckRaker GMMM-2M MiningMech MOD,1001
7828,MuckRaker GMMM-2M-B MiningMech MOD,815
4684,Mule,0
4685,"Mule Armored ""Pocket WarShip""",0
5496,Mule Bounty Hunter,0
4686,"Mule Star League ""Pocket WarShip""",10330
5852,MUSE Ironhorse (Tractor),7269
5853,MUSE Ironhorse (Trailer),7336
4688,Musketeer Hover Tank,1120
5731,Musketeer Hover Tank (3080 Upgrade),1114
4687,Musketeer Hover Tank (Armor),897
7192,Mustang Fighter,661
2245,Myrmidon Medium Tank,815
4689,Myrmidon Medium Tank (Anti-Infantry),749
4690,Myrmidon Medium Tank P (Tate),780
2246,Myrmidon Medium Tank Type 2,984
4680,Mótuö Chë Shang No.2,0
4681,Mówáng-class Courier,0
5790,Mówáng-class Courier (Clandestine),272
4620,Mĕngqín MNG-8L,2298
6244,Nacon Armored Scout,690
2247,Naga A,1988
2248,Naga B,2021
2249,Naga C,1805
2250,Naga D,1860
4693,Naga Destroyer,0
9323,Naga II A,2160
9324,Naga II B,2347
9325,Naga II C,2177
9326,Naga II H,2284
9322,Naga II Prime,1840
9327,Naga II W,2655
2251,Naga Prime,1840
9578,Naga T,1885
6580,Nagasawa DropShip,22644
2252,Naginata NG-C3A,1954
2253,Naginata NG-C3Ar,1879
2254,Naginata NG-C3B,1943
2255,Naginata NG-C3C,2131
4695,NAIS Power Suit,0
7621,Naja,1880
7622,Naja KTO-19b-EC,1557
6990,Narukami Destroyer (Block I),130988
6991,Narukami Destroyer (Block II),134418
6388,Narukami Heavy Tank NK-1C,1719
6389,Narukami Heavy Tank NK-BC3,1859
6513,Neanderthal NTL-AG,2024
6514,Neanderthal NTL-UG,1817
4699,Nekohono'o,31231
4698,Nekohono'o (HQ),37581
4700,Nephilim Assault Battle Armor (Capture Team) [HMG] (Sqd4),383
8645,Nephilim Assault Battle Armor (Capture Team) [HMG] (Sqd5),516
9009,Nephilim Assault Battle Armor (Capture Team) [HMG] (Sqd6),663
4702,Nephilim Assault Battle Armor (Gauss) (Sqd4),424
8646,Nephilim Assault Battle Armor (Gauss) (Sqd5),570
9010,Nephilim Assault Battle Armor (Gauss) (Sqd6),733
4703,Nephilim Assault Battle Armor (Narc) (Sqd4),410
8647,Nephilim Assault Battle Armor (Narc) (Sqd5),522
9011,Nephilim Assault Battle Armor (Narc) (Sqd6),710
4704,Nephilim Assault Battle Armor (Seeker) [MG] (Sqd4),425
8648,Nephilim Assault Battle Armor (Seeker) [MG] (Sqd5),572
9012,Nephilim Assault Battle Armor (Seeker) [MG] (Sqd6),736
4706,Nephilim Assault Battle Armor (Support) (Sqd4),363
8649,Nephilim Assault Battle Armor (Support) (Sqd5),488
9013,Nephilim Assault Battle Armor (Support) (Sqd6),628
4707,Nephilim Assault Battle Armor [Plasma] (Sqd4),336
8650,Nephilim Assault Battle Armor [Plasma] (Sqd5),493
9014,Nephilim Assault Battle Armor [Plasma] (Sqd6),634
5851,Neptune Hyper,0
4711,Neptune Submarine,963
2258,Neptune Submarine (Hunter-Killer),948
4709,Neptune Submarine (LRT),1104
4710,Neptune Submarine (SRT),1337
4712,New Syrtis Carrier (2557),84483
4714,Newgrange III YardShip,0
4713,"Newgrange III YardShip ""Eyrines""",0
2261,Nexus II NXS2-A,702
2262,Nexus II NXS2-B,717
2259,Nexus NXS1-A,643
2260,Nexus NXS1-B,715
8412,Nexus NXS1-C,804
4716,Nifty Transportable Field Repair Unit,226
9233,Night Chanter A,1604
9232,Night Chanter Prime,1645
2263,Night Gyr A,2680
2264,Night Gyr B,2140
2265,Night Gyr C,2468
2266,Night Gyr D,2889
2267,Night Gyr E,2717
2268,Night Gyr F,2958
8399,Night Gyr G,3069
2269,Night Gyr H,2428
2270,Night Gyr Prime,2830
8398,Night Gyr T,2767
8400,Night Gyr X,2781
7924,Night Hawk NTK-2P,0
2271,Night Hawk NTK-2Q,997
7676,Night Hawk NTK-2Q-EC,1041
2272,Night Hawk NTK-2S,1017
6718,Night Stalker NSR-K1,1149
6674,Night Stalker NSR-K3,1028
6719,Night Stalker NSR-K4,1159
6720,Night Stalker NSR-K7,857
6721,Night Stalker NSR-KC,1037
2273,Night Wolf,2878
4718,Nighthawk PA(L) Mk. XXI (Sqd4),55
8651,Nighthawk PA(L) Mk. XXI (Sqd5),74
9015,Nighthawk PA(L) Mk. XXI (Sqd6),95
4719,Nighthawk PA(L) Mk. XXII (Sqd4),63
8652,Nighthawk PA(L) Mk. XXII (Sqd5),85
9016,Nighthawk PA(L) Mk. XXII (Sqd6),109
4721,Nighthawk PA(L) Mk. XXX (Bounty Hunter) (Sqd4),37
8654,Nighthawk PA(L) Mk. XXX (Bounty Hunter) (Sqd5),50
9018,Nighthawk PA(L) Mk. XXX (Bounty Hunter) (Sqd6),65
4720,Nighthawk PA(L) Mk. XXX (Sqd4),47
8653,Nighthawk PA(L) Mk. XXX (Sqd5),63
9017,Nighthawk PA(L) Mk. XXX (Sqd6),81
4722,Nightlord Battleship,0
2278,Nightshade ECM VTOL,367
2274,Nightshade ECM VTOL (Armor),344
2275,Nightshade ECM VTOL (LAC),325
2276,Nightshade ECM VTOL (Light PPC),490
2277,Nightshade ECM VTOL (Royal),631
2279,Nightsky NGS-4S,1159
2280,Nightsky NGS-4T,1287
2281,Nightsky NGS-5S,1045
2282,Nightsky NGS-5T,1356
2283,Nightsky NGS-6S,1474
2284,Nightsky NGS-6T,1462
9352,Nightsky NGS-7S,1591
7539,Nightstar NSR-10D,2539
2285,Nightstar NSR-9FC,1929
2286,Nightstar NSR-9J,2399
4723,Nightstar NSR-9J (Brubaker),2838
7619,Nightstar NSR-9J (Holt),3433
2287,Nightstar NSR-9SS,2145
4724,Nightwing Surveillance,0
4725,Nike Air Defense Platform,688
4726,Ninja-To NJT-2,1527
4727,Ninja-To NJT-3,1605
5687,Ninja-To NJT-4,1762
2288,Nishikigoi Support Aircraft,1524
6438,Nisos Attack WiGE,1090
6439,Nisos Attack WiGE (Support),1010
4730,No-Dachi NDA-1K,1708
8215,No-Dachi NDA-1KC,0
4732,No-Dachi NDA-2K,1739
2297,No-Dachi NDA-2KC,1705
