unit_id,unit_name,type,tonnage,Age of War / Star League,Early Succession War,Late Succession War - LosTech,Late Succession War - Renaissance,Clan Invasion,Civil War,Jihad,Early Republic,Dark Age,ilClan
7132,Motorized Platoon (FS3067+) (Flamer),Infantry,6,,,,,,Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
7134,Motorized Platoon (FS3067+) (LRM),Infantry,6,,,,,,Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
7135,Motorized Platoon (FS3067+) (MG),Infantry,6,,,,,,Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
7131,"Motorized Platoon (FS3067+) (Rifle, Ballistic)",Infantry,6,,,,,,Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
7133,"Motorized Platoon (FS3067+) (Rifle, Energy)",Infantry,6,,,,,,Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
7136,Motorized Platoon (FS3067+) (SRM),Infantry,6,,,,,,Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
7138,Motorized Platoon (FW3035+) (Flamer),Infantry,6,,,,Free Worlds League,Free Worlds League,Free Worlds League,Free Worlds League,Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien)
7140,Motorized Platoon (FW3035+) (LRM),Infantry,6,,,,,Free Worlds League,Free Worlds League,Free Worlds League,Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien)
7141,Motorized Platoon (FW3035+) (MG),Infantry,6,,,,Free Worlds League,Free Worlds League,Free Worlds League,Free Worlds League,Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien)
7137,"Motorized Platoon (FW3035+) (Rifle, Ballistic)",Infantry,6,,,,Free Worlds League,Free Worlds League,Free Worlds League,Free Worlds League,Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien)
7139,"Motorized Platoon (FW3035+) (Rifle, Energy)",Infantry,6,,,,Free Worlds League,Free Worlds League,Free Worlds League,Free Worlds League,Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien)
7142,Motorized Platoon (FW3035+) (SRM),Infantry,6,,,,Free Worlds League,Free Worlds League,Free Worlds League,Free Worlds League,Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien)
7126,Motorized Platoon (FedCom) (Flamer),Infantry,6,,,,Federated Suns; Lyran Commonwealth,Federated Commonwealth; Federated Suns; Lyran Alliance; Lyran Commonwealth,Federated Commonwealth; Federated Suns; Lyran Alliance,Federated Suns; Lyran Alliance,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth
7128,Motorized Platoon (FedCom) (LRM),Infantry,6,,,,,Federated Commonwealth; Federated Suns; Lyran Alliance; Lyran Commonwealth,Federated Commonwealth; Federated Suns; Lyran Alliance,Federated Suns; Lyran Alliance,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth
7129,Motorized Platoon (FedCom) (MG),Infantry,6,,,,Federated Suns; Lyran Commonwealth,Federated Commonwealth; Federated Suns; Lyran Alliance; Lyran Commonwealth,Federated Commonwealth; Federated Suns; Lyran Alliance,Federated Suns; Lyran Alliance,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth
7125,"Motorized Platoon (FedCom) (Rifle, Ballistic)",Infantry,6,,,,Federated Suns; Lyran Commonwealth,Federated Commonwealth; Federated Suns; Lyran Alliance; Lyran Commonwealth,Federated Commonwealth; Federated Suns; Lyran Alliance,Federated Suns; Lyran Alliance,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth
7127,"Motorized Platoon (FedCom) (Rifle, Energy)",Infantry,6,,,,Federated Suns; Lyran Commonwealth,Federated Commonwealth; Federated Suns; Lyran Alliance; Lyran Commonwealth,Federated Commonwealth; Federated Suns; Lyran Alliance,Federated Suns; Lyran Alliance,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth
7130,Motorized Platoon (FedCom) (SRM),Infantry,6,,,,Federated Suns; Lyran Commonwealth,Federated Commonwealth; Federated Suns; Lyran Alliance; Lyran Commonwealth,Federated Commonwealth; Federated Suns; Lyran Alliance,Federated Suns; Lyran Alliance,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth,Federated Suns; Lyran Commonwealth
2235,Motorized Platoon (Flamer),Infantry,6,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps; Star League General,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Star League in Exile,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Wolf's Dragoons
4677,Motorized Platoon (Gauss),Infantry,6,,,,,,Federated Commonwealth; Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
2237,Motorized Platoon (LRM),Infantry,6,,,,,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Wolf's Dragoons
2238,Motorized Platoon (MG),Infantry,6,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps; Star League General,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Star League in Exile,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Wolf's Dragoons
4678,Motorized Platoon (Rifle AA),Infantry,6,,,,,,Free Worlds League,Free Worlds League,Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien)
4679,Motorized Platoon (Rifle Minelayer),Infantry,6,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation
7124,"Motorized Platoon (Rifle, Ballistic)",Infantry,6,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps; Star League General,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Star League in Exile,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Wolf's Dragoons
2236,"Motorized Platoon (Rifle, Energy)",Infantry,6,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps; Star League General,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Star League in Exile,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Wolf's Dragoons
2240,Motorized Platoon (SRM),Infantry,6,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps; Star League General,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Star League in Exile,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Circinus Federation; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Wolf's Dragoons
7258,"Motorized Platoon, Marian (1/4) (Flamer)",Infantry,5,,,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony
7261,"Motorized Platoon, Marian (1/4) (MG)",Infantry,5,,,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony
7256,"Motorized Platoon, Marian (1/4) (Rifle, Ballistic)",Infantry,5,,,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony
7257,"Motorized Platoon, Marian (1/4) (Rifle, Energy)",Infantry,5,,,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony
7260,"Motorized Platoon, Marian (1/4) (SRM)",Infantry,5,,,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony
7264,"Motorized Platoon, Marian 3049+ (1/4) (Flamers)",Infantry,5,,,,,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony
7265,"Motorized Platoon, Marian 3049+ (1/4) (LRM)",Infantry,5,,,,,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony
7267,"Motorized Platoon, Marian 3049+ (1/4) (MG)",Infantry,5,,,,,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony
7262,"Motorized Platoon, Marian 3049+ (1/4) (Rifle, Ballistic)",Infantry,5,,,,,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony
7263,"Motorized Platoon, Marian 3049+ (1/4) (Rifle, Energy)",Infantry,5,,,,,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony
7266,"Motorized Platoon, Marian 3049+ (1/4) (SRM)",Infantry,5,,,,,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony,Marian Hegemony
9282,"Motorized Platoon, Taurian (Flamer)",Infantry,7,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat
9284,"Motorized Platoon, Taurian (LRM)",Infantry,6,,,,,Taurian Concordat,Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat
9285,"Motorized Platoon, Taurian (MG)",Infantry,7,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat
9286,"Motorized Platoon, Taurian (Rifle, Ballistic)",Infantry,7,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat
9283,"Motorized Platoon, Taurian (Rifle, Energy)",Infantry,7,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat
9287,"Motorized Platoon, Taurian (SRM)",Infantry,7,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat,Calderon Protectorate; Taurian Concordat
2241,Motorized XCT Infantry  ,Infantry,4,,,,,ComStar; Word of Blake,ComStar; Word of Blake,ComStar; Word of Blake,Extinct,Extinct,
2242,Mountaineer Infantry  ,Infantry,2,,,,,,Capellan Confederation; Circinus Federation; Draconis Combine; Federated Commonwealth; Federated Suns; Free Rasalhague Republic; Free Worlds League; Kell Hounds; Lyran Alliance; Magistracy of Canopus; Mercenary; Outworlds Alliance; Wolf's Dragoons,Capellan Confederation; Circinus Federation; Draconis Combine; Federated Suns; Free Rasalhague Republic; Free Worlds League; Fronc Reaches; Kell Hounds; Lyran Alliance; Magistracy of Canopus; Mercenary; Outworlds Alliance; Wolf's Dragoons,Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Pirates; Raven Alliance; Wolf's Dragoons,Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Raven Alliance; Wolf's Dragoons,Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Pirates; Raven Alliance; Wolf's Dragoons
4220,MuckRaker GMMM-2 MiningMech,IndustrialMech,70,Federated Suns,Draconis Combine; Federated Suns,Capellan Confederation; Draconis Combine; Federated Suns,Capellan Confederation; Draconis Combine; Federated Suns; Free Rasalhague Republic; Lyran Commonwealth; St. Ives Compact,Inner Sphere General; Taurian Concordat,Inner Sphere General; Magistracy of Canopus; Taurian Concordat,Inner Sphere General; Periphery General,IS Clan General; Inner Sphere General; Periphery General,IS Clan General; Inner Sphere General; Periphery General,IS Clan General; Inner Sphere General; Periphery General
7827,MuckRaker GMMM-2M MiningMech MOD,IndustrialMech,70,,,,,,,,Capellan Confederation; Pirates,Capellan Confederation; Free Worlds League; Lyran Commonwealth; Pirates,Capellan Confederation; Free Worlds League; Lyran Commonwealth; Pirates
7828,MuckRaker GMMM-2M-B MiningMech MOD,IndustrialMech,70,,,,,,,,,Capellan Confederation; Free Worlds League; Lyran Commonwealth; Pirates,Capellan Confederation; Free Worlds League; Lyran Commonwealth; Pirates
4684,Mule  ,Aerospace,11200,Rim Worlds Republic - Terran Corps,ComStar; HW Clan General; Mercenary; Periphery General,ComStar; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,ComStar; Kell Hounds; Periphery General; Wolf's Dragoons,Periphery General,,,IS Clan General,,
4685,"Mule Armored ""Pocket WarShip"" ",Aerospace,11200,,,,,,,,,,Star League (Clan Jade Falcon)
5496,Mule Bounty Hunter,Aerospace,11200,,,,,,Unique,Unique,Unique,Unique,Unique
4686,"Mule Star League ""Pocket WarShip""",Aerospace,11200,Rim Worlds Republic - Terran Corps,,,,,,,,,
4688,Musketeer Hover Tank  ,Combat Vehicle,50,,,,,,Federated Commonwealth; Federated Suns,Federated Suns,Federated Suns; Republic of the Sphere,Draconis Combine; Federated Suns; Republic of the Sphere; Wolf's Dragoons,Draconis Combine; Federated Suns; Wolf's Dragoons
5731,Musketeer Hover Tank (3080 Upgrade),Combat Vehicle,50,,,,,,,Federated Suns,Federated Suns; Republic of the Sphere,Draconis Combine; Federated Suns; Republic of the Sphere,Draconis Combine; Federated Suns
4687,Musketeer Hover Tank (Armor),Combat Vehicle,50,,,,,,,Federated Suns,Federated Suns,Draconis Combine; Federated Suns,Draconis Combine; Federated Suns
7192,Mustang Fighter  ,Support Vehicle,80,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
2245,Myrmidon Medium Tank  ,Combat Vehicle,40,,,,,Draconis Combine; Federated Commonwealth; Federated Suns; Lyran Alliance; Mercenary; Periphery General; Wolf's Dragoons,Draconis Combine; Federated Commonwealth; Federated Suns; Lyran Alliance; Mercenary; Periphery General; Wolf's Dragoons; Word of Blake,Draconis Combine; Federated Suns; Kell Hounds; Lyran Alliance; Mercenary; Periphery General; Wolf's Dragoons; Word of Blake,Draconis Combine; Federated Suns; Free Worlds League (Duchy of Tamarind-Abbey); Lyran Commonwealth; Mercenary; Periphery General; Republic of the Sphere,Draconis Combine; Federated Suns; Free Worlds League; Free Worlds League (Duchy of Tamarind-Abbey); Lyran Commonwealth; Periphery General; Republic of the Sphere,Draconis Combine; Federated Suns; Free Worlds League; Lyran Commonwealth; Periphery General; Tamar Pact; Vesper Marches
4689,Myrmidon Medium Tank (Anti-Infantry),Combat Vehicle,40,,,,,,,Federated Suns,Federated Suns; Mercenary; Republic of the Sphere,Federated Suns; Republic of the Sphere,Federated Suns
4690,Myrmidon Medium Tank P (Tate),Combat Vehicle,40,,,,,,,Pirates; Unique,Extinct,Extinct,
2246,Myrmidon Medium Tank Type 2,Combat Vehicle,40,,,,,,,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation
4680,Mótuö Chë Shang No.2,Support Vehicle,0.32,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation; St. Ives Compact,Capellan Confederation; St. Ives Compact,Capellan Confederation; St. Ives Compact,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation
4681,Mówáng-class Courier  ,Aerospace,100,,Capellan Confederation,Capellan Confederation,Capellan Confederation; St. Ives Compact,Capellan Confederation; St. Ives Compact,Capellan Confederation; St. Ives Compact,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation
5790,Mówáng-class Courier (Clandestine),Aerospace,100,,,,,,,Unique; Word of Blake,Pirates; Unique,Extinct,
4620,Mĕngqín MNG-8L,Aerospace,95,,,,,,,,Capellan Confederation; Magistracy of Canopus; Mercenary,Capellan Confederation; Magistracy of Canopus,Capellan Confederation; Magistracy of Canopus
4695,NAIS Power Suit  ,Infantry,0,,,,,Federated Commonwealth; Federated Suns,Extinct,Extinct,Extinct,Extinct,
6244,Nacon Armored Scout  ,Combat Vehicle,20,,,,,,,,Clan Diamond Shark; Clan Jade Falcon; Mercenary; Republic of the Sphere,Clan Jade Falcon; Clan Sea Fox; Republic of the Sphere,Alyina Mercantile League; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Star League (Clan Jade Falcon)
